Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Publisher,Document Type,Source,clean_title,clean_doi,ex_VRP,ex_Human,ex_Heur,VRP_Subtopic,Human_Subtopic,Heur_Subtopic
"Abdullahi, H.; Reyes-Rubiano, L.; Djamila Ouelhadj, D.; Faulin, J.; Juan, A.A.","Abdullahi, Hassana (57211169257); Reyes-Rubiano, Lorena Silvana (57195726657); Djamila Ouelhadj, Djamila (6602367009); Faulin, Javier (6506670477); Juan, Angel A. (56129392700)",57211169257; 57195726657; 6602367009; 6506670477; 56129392700,Modelling and multi-criteria analysis of the sustainability dimensions for the green vehicle routing problem,2021,European Journal of Operational Research,292,1,,143,154,79,10.1016/j.ejor.2020.10.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096179506&doi=10.1016%2Fj.ejor.2020.10.028&partnerID=40&md5=cacb5ebdb1fbd389170ae85a41b8b311,"Operational Research and Analytics Group, University of Portsmouth, Portsmouth, Hampshire, United Kingdom; Universidad Pública de Navarra, Pamplona, Navarre, Spain; Department of Computer Science, Universitat Oberta de Catalunya, Barcelona, Barcelona, Spain","Abdullahi, Hassana, Operational Research and Analytics Group, University of Portsmouth, Portsmouth, Hampshire, United Kingdom; Reyes-Rubiano, Lorena Silvana, Universidad Pública de Navarra, Pamplona, Navarre, Spain; Djamila Ouelhadj, Djamila, Operational Research and Analytics Group, University of Portsmouth, Portsmouth, Hampshire, United Kingdom; Faulin, Javier, Universidad Pública de Navarra, Pamplona, Navarre, Spain; Juan, Angel A., Department of Computer Science, Universitat Oberta de Catalunya, Barcelona, Barcelona, Spain",Hybrid metaheuristic; Multi-objective optimisation; Sustainable vehicle routing problem; Transportation,Elsevier B.V.,Article,Scopus,modelling and multicriteria analysis of the sustainability dimensions for the green vehicle routing problem,10.1016/j.ejor.2020.10.028,True,True,True,VRP T2,Other,Heur T1
"Ruan, J.H.; Wang, Z.X.; Chan, F.T.S.; Patnaik, S.; Tiwari, M.K.","Ruan, Junhu (25652148000); Wang, Zhengxu (57202867848); Chan, Felix T.S. (7202586517); Patnaik, Sohan (57226850865); Tiwari, Manoj Kumar (60105149700)",25652148000; 57202867848; 7202586517; 57226850865; 60105149700,A reinforcement learning-based algorithm for the aircraft maintenance routing problem,2021,Expert Systems with Applications,169,,114399,,,54,10.1016/j.eswa.2020.114399,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098682553&doi=10.1016%2Fj.eswa.2020.114399&partnerID=40&md5=9066906261228fad228585fb429edc1d,"College of Economics and Management, Northwest A&F University, Yangling, Shaanxi, China; Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; Institute of Systems Engineering, Dalian University of Technology, Dalian, Liaoning, China; School of Business Administration, Dongbei University of Finance and Economics, Dalian, Liaoning, China; Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, WB, India; Indian Institute of Management Mumbai, Mumbai, MH, India","Ruan, Junhu, College of Economics and Management, Northwest A&F University, Yangling, Shaanxi, China, Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong, Institute of Systems Engineering, Dalian University of Technology, Dalian, Liaoning, China; Wang, Zhengxu, School of Business Administration, Dongbei University of Finance and Economics, Dalian, Liaoning, China; Chan, Felix T.S., Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong; Patnaik, Sohan, Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong, Department of Industrial and Systems Engineering, Indian Institute of Technology Kharagpur, Kharagpur, WB, India; Tiwari, Manoj Kumar, Indian Institute of Management Mumbai, Mumbai, MH, India",Aircraft routing problem; Markov Decision Process (MDP); Reinforcement Learning; Sequential decision-making problem,Elsevier Ltd,Article,Scopus,a reinforcement learningbased algorithm for the aircraft maintenance routing problem,10.1016/j.eswa.2020.114399,True,True,True,VRP T1,Human T3,Heur T2
"Smirnov, A.; Teslya, N.","Smirnov, Alexander Victorovitch (55725403900); Teslya, Nikolay N. (56946917500)",55725403900; 56946917500,Ambulance Vehicle Routing under Pandemic with Fuzzy Cooperative Game via Smart Contracts,2021,"International Conference on Vehicle Technology and Intelligent Transport Systems, VEHITS - Proceedings",2021-April,,,538,545,2,10.5220/0010455605380545,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137671088&doi=10.5220%2F0010455605380545&partnerID=40&md5=192983ca33efc71864efc190f086435c,"Russian Academy of Sciences, Moscow, Moscow Oblast, Russian Federation","Smirnov, Alexander Victorovitch, Russian Academy of Sciences, Moscow, Moscow Oblast, Russian Federation; Teslya, Nikolay N., Russian Academy of Sciences, Moscow, Moscow Oblast, Russian Federation",Ambulance; Decision Support; Fuzzy Game; Optimization; Pandemic; Smart Contacts; Transportation; Vehicle,"Science and Technology Publications, Lda",Conference paper,Scopus,ambulance vehicle routing under pandemic with fuzzy cooperative game via smart contracts,10.5220/0010455605380545,True,True,True,VRP T2,Human T1,Heur T4
"Rabiei, P.; Arias-Aranda, D.","Rabiei, Peyman (57201186089); Arias-Aranda, Daniel (7801374665)",57201186089; 7801374665,Introducing a novel multi-objective optimization model for vehicle routing and relief supply distribution in post-disaster phase: combining fuzzy inference systems with NSGA-II and NRGA,2021,"6th International Conference on Transportation Information and Safety: New Infrastructure Construction for Better Transportation, ICTIS 2021",,,,1226,1243,5,10.1109/ICTIS54573.2021.9798556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133974307&doi=10.1109%2FICTIS54573.2021.9798556&partnerID=40&md5=8e168efd791b498545c702dd4e255470,"Faculty of Economic and Business Sciences, Universidad de Granada, Granada, Granada, Spain","Rabiei, Peyman, Faculty of Economic and Business Sciences, Universidad de Granada, Granada, Granada, Spain; Arias-Aranda, Daniel, Faculty of Economic and Business Sciences, Universidad de Granada, Granada, Granada, Spain",Decision Support Systems; Fuzzy inference system (FIS); Genetic Algorithm (GA); Humanitarian logistics; Multi-objective optimization; Natural disasters; Relief distribution; Resource allocation; Vehicle routing problem (VRP),Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,introducing a novel multiobjective optimization model for vehicle routing and relief supply distribution in postdisaster phase combining fuzzy inference systems with nsgaii and nrga,10.1109/ictis54573.2021.9798556,True,True,True,VRP T3,Human T1,Heur T4
"Memari, P.; Navazi, F.; Jolai, F.","Memari, Pedram (57202573056); Navazi, Fatemeh (57199304852); Jolai, Fariborz (56218703500)",57202573056; 57199304852; 56218703500,Hybrid wind-municipal solid waste biomass power plant location selection considering waste collection problem: a case study,2021,"Energy Sources, Part B: Economics, Planning and Policy",16,8,,719,739,14,10.1080/15567249.2021.1965261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114260867&doi=10.1080%2F15567249.2021.1965261&partnerID=40&md5=323a8fa00e46aec7a274ac56416d62bd,"School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; DeGroote School of Business, Hamilton, ON, Canada","Memari, Pedram, School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; Navazi, Fatemeh, DeGroote School of Business, Hamilton, ON, Canada; Jolai, Fariborz, School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran",data envelopment analysis; hybrid wind-municipal solid waste biomass power plant; Location selection; multi-criteria decision making; waste collection problem; Z-number uncertainty,Taylor and Francis Ltd.,Article,Scopus,hybrid windmunicipal solid waste biomass power plant location selection considering waste collection problem a case study,10.1080/15567249.2021.1965261,True,True,True,VRP T1,Human T3,Heur T1
"Hamzehi, S.; Franeck, P.; Kaltenhäuser, B.; Bogenberger, K.","Hamzehi, Sascha (57215365775); Franeck, Philipp (57193012980); Kaltenhäuser, Bernd (57212481663); Bogenberger, Klaus (14070106400)",57215365775; 57193012980; 57212481663; 14070106400,Approximate Collaborative Fleet Routing with a Pointer Generation Neural Network Approach,2021,IFAC-PapersOnLine,54,2,,195,202,1,10.1016/j.ifacol.2021.06.047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112696204&doi=10.1016%2Fj.ifacol.2021.06.047&partnerID=40&md5=24b1a7d1a252c51173834ebaac38e346,"Chair of Traffic Engineering and Control, Technische Universität München, Munich, Bayern, Germany; Bavarian Motor Works Group, Munich, Bayern, Germany; Department of Technical Management, Duale Hochschule Baden-Württemberg, Stuttgart, Baden-Wurttemberg, Germany","Hamzehi, Sascha, Chair of Traffic Engineering and Control, Technische Universität München, Munich, Bayern, Germany; Franeck, Philipp, Bavarian Motor Works Group, Munich, Bayern, Germany; Kaltenhäuser, Bernd, Department of Technical Management, Duale Hochschule Baden-Württemberg, Stuttgart, Baden-Wurttemberg, Germany; Bogenberger, Klaus, Chair of Traffic Engineering and Control, Technische Universität München, Munich, Bayern, Germany",activity scheduling; Adaptive control by neural networks; Cooperative navigation; Coordination of multiple vehicle systems; decision making; Efficient strategies for large scale complex systems; game theory; Job; Large scale optimization problems; Mission planning; Multi-vehicle systems; programming; Real-time algorithms; Reinforcement learning control; scheduling; Stochastic control,Elsevier B.V.,Conference paper,Scopus,approximate collaborative fleet routing with a pointer generation neural network approach,10.1016/j.ifacol.2021.06.047,True,True,True,VRP T1,Human T3,Heur T2
"Dosdoǧru, A.T.; Boru İpek, A.; Göçken, M.","Dosdoǧru, Ayşe Tuǧba (55891543800); Boru İpek, Aslı (57402881400); Göçken, Mustafa (22955148900)",55891543800; 57402881400; 22955148900,A novel hybrid artificial intelligence-based decision support framework to predict lead time,2021,International Journal of Logistics Research and Applications,24,3,,261,279,16,10.1080/13675567.2020.1749249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083586972&doi=10.1080%2F13675567.2020.1749249&partnerID=40&md5=4e53ced96e707574577568a76435ac32,"Adana Alparslan Türkeş Science and Technology University, Adana, Turkey","Dosdoǧru, Ayşe Tuǧba, Adana Alparslan Türkeş Science and Technology University, Adana, Turkey; Boru İpek, Aslı, Adana Alparslan Türkeş Science and Technology University, Adana, Turkey; Göçken, Mustafa, Adana Alparslan Türkeş Science and Technology University, Adana, Turkey",Artificial intelligence; inventory routing problem; simulation optimisation; Supply chain management,Taylor and Francis Ltd.,Article,Scopus,a novel hybrid artificial intelligencebased decision support framework to predict lead time,10.1080/13675567.2020.1749249,True,True,True,VRP T1,Other,Heur T1
"Zhu, F.P.; Zhu, L.; Yao, C.H.; Wang, L.; Cheng, F.; Zhang, H.","Zhu, Fanpeng (57221594409); Zhu, Lei (55710391100); Yao, Changhua (57200294033); Wang, Lei (57069384800); Cheng, Fengyi (57193092524); Zhang, Haibo (57221605785)",57221594409; 55710391100; 57200294033; 57069384800; 57193092524; 57221605785,Multi-attribute Ad Hoc Network Routing Selection Based on Option-critic,2020,"2020 IEEE 6th International Conference on Computer and Communications, ICCC 2020",,,9344929,141,146,1,10.1109/ICCC51575.2020.9344929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101687633&doi=10.1109%2FICCC51575.2020.9344929&partnerID=40&md5=da71df48eed611d51af92803b4c096e0,"Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China; Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China","Zhu, Fanpeng, Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China; Zhu, Lei, Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China; Yao, Changhua, Nanjing University of Information Science & Technology, Nanjing, Jiangsu, China; Wang, Lei, Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China; Cheng, Fengyi, Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China; Zhang, Haibo, Peoples Liberation Army Engineering University, Nanjing, Jiangsu, China",Ad Hoc network; Multiple attribute decision making; reinforcement learning; routing optimization,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,multiattribute ad hoc network routing selection based on optioncritic,10.1109/iccc51575.2020.9344929,True,True,True,VRP T1,Human T3,Heur T2
"Sarker, A.; Shen, H.; Kowsari, K.","Sarker, Ankur (54790130100); Shen, Haiying (7404522813); Kowsari, Kamran (56404571200)",54790130100; 7404522813; 56404571200,A data-driven reinforcement learning based multi-objective route recommendation system,2020,"Proceedings - 2020 IEEE 17th International Conference on Mobile Ad Hoc and Smart Systems, MASS 2020",,,9356093,103,111,19,10.1109/MASS50613.2020.00023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102171050&doi=10.1109%2FMASS50613.2020.00023&partnerID=40&md5=108f38173e665c22d0801288a128eb26,"University of Virginia School of Engineering and Applied Science, Charlottesville, VA, United States; University of Virginia School of Engineering and Applied Science, Charlottesville, VA, United States","Sarker, Ankur, University of Virginia School of Engineering and Applied Science, Charlottesville, VA, United States; Shen, Haiying, University of Virginia School of Engineering and Applied Science, Charlottesville, VA, United States; Kowsari, Kamran, University of Virginia School of Engineering and Applied Science, Charlottesville, VA, United States",Multi-criteria optimization; Multi-preference routing; User preferred routing; Vehicle routing,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,a datadriven reinforcement learning based multiobjective route recommendation system,10.1109/mass50613.2020.00023,True,True,True,VRP T1,Human T2,Other
"Ar, I.M.; Erol, I.; Peker, I.; Ozdemir, A.I.; Medeni, T.D.; Medeni, I.T.","Ar, Ilker Murat (37115276900); Erol, Ismail (7003661018); Peker, Iskender (56471660100); Ozdemir, Ali Ihsan (57209496293); Medeni, Tunç Durmuş (34880553000); Medeni, Tolga Tolga (57205545380)",37115276900; 7003661018; 56471660100; 57209496293; 34880553000; 57205545380,Evaluating the feasibility of blockchain in logistics operations: A decision framework,2020,Expert Systems with Applications,158,,113543,,,132,10.1016/j.eswa.2020.113543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084941037&doi=10.1016%2Fj.eswa.2020.113543&partnerID=40&md5=2a210b8f33bebe3a4edcee71dd365275,"Ankara Yildirim Beyazit University, Ankara, Turkey; Gümüşhane Üniversitesi, Gumushane, Gumushane, Turkey","Ar, Ilker Murat, Ankara Yildirim Beyazit University, Ankara, Turkey; Erol, Ismail, Ankara Yildirim Beyazit University, Ankara, Turkey; Peker, Iskender, Gümüşhane Üniversitesi, Gumushane, Gumushane, Turkey; Ozdemir, Ali Ihsan, Ankara Yildirim Beyazit University, Ankara, Turkey; Medeni, Tunç Durmuş, Ankara Yildirim Beyazit University, Ankara, Turkey; Medeni, Tolga Tolga, Ankara Yildirim Beyazit University, Ankara, Turkey",Blockchain; Fuzzy VIKOR; Intuitionistic Fuzzy AHP; Logistics; Multi-Criteria Decision Making,Elsevier Ltd,Article,Scopus,evaluating the feasibility of blockchain in logistics operations a decision framework,10.1016/j.eswa.2020.113543,True,True,True,VRP T3,Human T3,Heur T4
"Nasir, J.A.; Kuo, Y.-H.","Nasir, Jamal Abdul (57191043163); Kuo, Yong Hong (7403232683)",57191043163; 7403232683,A decision support framework for home health care transportation with simultaneous multi-vehicle routing and staff scheduling synchronization,2020,Decision Support Systems,138,,113361,,,67,10.1016/j.dss.2020.113361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089187280&doi=10.1016%2Fj.dss.2020.113361&partnerID=40&md5=38872465fd561bb749d0d74a8a16c8b0,"Department of Industrial and Manufacturing System Engineering, The University of Hong Kong, Hong Kong, Hong Kong","Nasir, Jamal Abdul, Department of Industrial and Manufacturing System Engineering, The University of Hong Kong, Hong Kong, Hong Kong; Kuo, Yong Hong, Department of Industrial and Manufacturing System Engineering, The University of Hong Kong, Hong Kong, Hong Kong",Decision support system; Home health care; Hybrid genetic algorithm; Shared healthcare mobility; Synchronization; Vehicle routing,Elsevier B.V.,Article,Scopus,a decision support framework for home health care transportation with simultaneous multivehicle routing and staff scheduling synchronization,10.1016/j.dss.2020.113361,True,True,True,VRP T2,Human T1,Heur T1
"Ikonen, T.J.; Heljanko, K.; Harjunkoski, I.","Ikonen, Teemu J. (57216012757); Heljanko, Keijo (55876711000); Harjunkoski, Iiro (6602668445)",57216012757; 55876711000; 6602668445,Reinforcement learning of adaptive online rescheduling timing and computing time allocation,2020,Computers and Chemical Engineering,141,,106994,,,22,10.1016/j.compchemeng.2020.106994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087918549&doi=10.1016%2Fj.compchemeng.2020.106994&partnerID=40&md5=a4c6075bd74bd594ba6f8421cf40b088,"Department of Chemical and Metallurgical Engineering, Aalto University, Espoo, Uusimaa, Finland; Helsingin Yliopisto, Helsinki, Uusimaa, Finland; Helsinki Institute for Information Technology, Helsinki, Uusimaa, Finland; ABB Group, Germany, Mannheim, Baden-Wurttemberg, Germany","Ikonen, Teemu J., Department of Chemical and Metallurgical Engineering, Aalto University, Espoo, Uusimaa, Finland; Heljanko, Keijo, Helsingin Yliopisto, Helsinki, Uusimaa, Finland, Helsinki Institute for Information Technology, Helsinki, Uusimaa, Finland; Harjunkoski, Iiro, Department of Chemical and Metallurgical Engineering, Aalto University, Espoo, Uusimaa, Finland, ABB Group, Germany, Mannheim, Baden-Wurttemberg, Germany",Computing resource allocation; Decision-making; Online scheduling; Reinforcement learning; Rescheduling procedures; Timing,Elsevier Ltd,Article,Scopus,reinforcement learning of adaptive online rescheduling timing and computing time allocation,10.1016/j.compchemeng.2020.106994,False,True,True,Other,Human T3,Heur T2
"Zhao, Q.; Zhou, C.; Pedrielli, G.","Zhao, Qitong (59284162000); Zhou, Chenhao (56809928400); Pedrielli, Giulia (44061775500)",59284162000; 56809928400; 44061775500,A decision support system for data-driven driver-experience augmented vehicle routing problem,2020,Asia-Pacific Journal of Operational Research,37,5,500189,,,8,10.1142/S0217595920500189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092670269&doi=10.1142%2FS0217595920500189&partnerID=40&md5=90b5f4971b47be8445750af9a81b3ffa,"School of Business, Singapore University of Social Sciences, Singapore City, Singapore; Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore City, Singapore; School of Computing, School of Computing and Augmented Intelligence, Tempe, AZ, United States","Zhao, Qitong, School of Business, Singapore University of Social Sciences, Singapore City, Singapore; Zhou, Chenhao, Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore City, Singapore; Pedrielli, Giulia, School of Computing, School of Computing and Augmented Intelligence, Tempe, AZ, United States",Clustering; Decision support system; Heuristics; Routing; Vehicle routing problem,World Scientific wspc@wspc.com.sg,Article,Scopus,a decision support system for datadriven driverexperience augmented vehicle routing problem,10.1142/s0217595920500189,True,True,True,VRP T2,Human T1,Heur T1
"Fazi, S.; Fransoo, J.C.; Van Woensel, T.; Dong, J.-X.","Fazi, Stefano (56798199500); Fransoo, Jan C. (6602253532); Van Woensel, Tom (12781314700); Dong, Jingxin (55413564500)",56798199500; 6602253532; 12781314700; 55413564500,A variant of the split vehicle routing problem with simultaneous deliveries and pickups for inland container shipping in dry-port based systems,2020,Transportation Research Part E: Logistics and Transportation Review,142,,102057,,,36,10.1016/j.tre.2020.102057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089582393&doi=10.1016%2Fj.tre.2020.102057&partnerID=40&md5=5d245ddf206075a5a69cd55f3c2ffed6,"Department of Technology, Faculteit Techniek, Bestuur en Management, TU Delft, Delft, Zuid-Holland, Netherlands; Faculty of Economics and Business, Rijksuniversiteit Groningen, Groningen, Groningen, Netherlands; Department of Logistics, Kühne Logistics University, Hamburg, Hamburg, Germany; School of Industrial Engineering, Technische Universiteit Eindhoven, Eindhoven, Noord-Brabant, Netherlands; Newcastle University Business School, United Kingdom, Newcastle, Tyne and Wear, United Kingdom","Fazi, Stefano, Department of Technology, Faculteit Techniek, Bestuur en Management, TU Delft, Delft, Zuid-Holland, Netherlands, Faculty of Economics and Business, Rijksuniversiteit Groningen, Groningen, Groningen, Netherlands; Fransoo, Jan C., Department of Logistics, Kühne Logistics University, Hamburg, Hamburg, Germany; Van Woensel, Tom, School of Industrial Engineering, Technische Universiteit Eindhoven, Eindhoven, Noord-Brabant, Netherlands; Dong, Jingxin, Newcastle University Business School, United Kingdom, Newcastle, Tyne and Wear, United Kingdom",Decision analysis; Dry port; Hybrid meta-heuristic; Inland shipping; Pickup and delivery,Elsevier Ltd,Article,Scopus,a variant of the split vehicle routing problem with simultaneous deliveries and pickups for inland container shipping in dryport based systems,10.1016/j.tre.2020.102057,True,True,True,Other,Human T3,Heur T1
"Rabbani, M.; Amirhossein Sadati, S.; Farrokhi-Asl, H.","Rabbani, Masoud (57208701862); Amirhossein Sadati, S. (57218328844); Farrokhi-Asl, Hamed (57115278000)",57208701862; 57218328844; 57115278000,Incorporating location routing model and decision making techniques in industrial waste management: Application in the automotive industry,2020,Computers and Industrial Engineering,148,,106692,,,39,10.1016/j.cie.2020.106692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088823262&doi=10.1016%2Fj.cie.2020.106692&partnerID=40&md5=f81025ba11465f5d77505facf563fcae,"School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; School of Industrial Engineering, Iran University of Science and Technology, Tehran, Tehran, Iran","Rabbani, Masoud, School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; Amirhossein Sadati, S., School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; Farrokhi-Asl, Hamed, School of Industrial Engineering, Iran University of Science and Technology, Tehran, Tehran, Iran",Bi-objective optimization problem; Industrial waste management; Location routing problem; Multi-criteria decision-making; Reverse logistic,Elsevier Ltd,Article,Scopus,incorporating location routing model and decision making techniques in industrial waste management application in the automotive industry,10.1016/j.cie.2020.106692,True,True,True,VRP T1,Human T3,Other
"Mehlawat, M.K.; Gupta, P.; Khaitan, A.; Pedrycz, W.","Mehlawat, Mukesh Kumar (23035630900); Gupta, Pankaj (57193233548); Khaitan, Anisha (57217107039); Pedrycz, Witold (56854903200)",23035630900; 57193233548; 57217107039; 56854903200,A Hybrid Intelligent Approach to Integrated Fuzzy Multiple Depot Capacitated Green Vehicle Routing Problem with Split Delivery and Vehicle Selection,2020,IEEE Transactions on Fuzzy Systems,28,6,8861404,1155,1166,53,10.1109/TFUZZ.2019.2946110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086220840&doi=10.1109%2FTFUZZ.2019.2946110&partnerID=40&md5=ec6a4938be59ed601fe119ed07907510,"Department of Operational Research, University of Delhi, New Delhi, India; Faculty of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada","Mehlawat, Mukesh Kumar, Department of Operational Research, University of Delhi, New Delhi, India; Gupta, Pankaj, Department of Operational Research, University of Delhi, New Delhi, India; Khaitan, Anisha, Department of Operational Research, University of Delhi, New Delhi, India; Pedrycz, Witold, Faculty of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada",Fuzzy hierarchical technique for order preference by similarity to ideal solution (TOPSIS); fuzzy simulation; genetic algorithm; vehicle routing; vehicle selection,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus,a hybrid intelligent approach to integrated fuzzy multiple depot capacitated green vehicle routing problem with split delivery and vehicle selection,10.1109/tfuzz.2019.2946110,True,True,True,VRP T2,Human T2,Heur T4
"Hudzaifah, H.; Rizana, A.F.; Ramadhan, F.; Imran, A.","Hudzaifah, H. (57217116590); Rizana, Afrin F. (57195128122); Ramadhan, Fadillah (57192997680); Imran, Arif (24724610400)",57217116590; 57195128122; 57192997680; 24724610400,Intelligent decision support systems for determining tour bus route with time windows: A metaheuristic approach,2020,IOP Conference Series: Materials Science and Engineering,830,3,032085,,,2,10.1088/1757-899X/830/3/032085,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086327899&doi=10.1088%2F1757-899X%2F830%2F3%2F032085&partnerID=40&md5=df7da5267a3b9afbbb3a823819168666,"Department of Industrial Engineering, Institut Teknologi Nasional Bandung, Bandung, West Java, Indonesia; Department of Industrial Engineering, Telkom University, Bandung, West Java, Indonesia","Hudzaifah, H., Department of Industrial Engineering, Institut Teknologi Nasional Bandung, Bandung, West Java, Indonesia; Rizana, Afrin F., Department of Industrial Engineering, Telkom University, Bandung, West Java, Indonesia; Ramadhan, Fadillah, Department of Industrial Engineering, Institut Teknologi Nasional Bandung, Bandung, West Java, Indonesia; Imran, Arif, Department of Industrial Engineering, Institut Teknologi Nasional Bandung, Bandung, West Java, Indonesia",,Institute of Physics Publishing helen.craven@iop.org,Conference paper,Scopus,intelligent decision support systems for determining tour bus route with time windows a metaheuristic approach,10.1088/1757-899x/830/3/032085,False,True,True,None,None,None
"Irannezhad, E.; Prato, C.G.; Hickman, M.","Irannezhad, Elnaz (54420143300); Prato, Carlo G. (22136322900); Hickman, Mark D. (7101974379)",54420143300; 22136322900; 7101974379,An intelligent decision support system prototype for hinterland port logistics,2020,Decision Support Systems,130,,113227,,,58,10.1016/j.dss.2019.113227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076240705&doi=10.1016%2Fj.dss.2019.113227&partnerID=40&md5=33ac4579e000fe77fc18d0f77639f9cc,"Australian Institute for Business and Economics, The University of Queensland, Brisbane, QLD, Australia; School of Civil Engineering, The University of Queensland, Brisbane, QLD, Australia","Irannezhad, Elnaz, Australian Institute for Business and Economics, The University of Queensland, Brisbane, QLD, Australia; Prato, Carlo G., School of Civil Engineering, The University of Queensland, Brisbane, QLD, Australia; Hickman, Mark D., School of Civil Engineering, The University of Queensland, Brisbane, QLD, Australia",Agent-based model; Freight transportation; Port community system; Reinforcement learning; Vehicle routing problem,Elsevier B.V.,Article,Scopus,an intelligent decision support system prototype for hinterland port logistics,10.1016/j.dss.2019.113227,True,True,True,VRP T2,Other,Heur T1
"Zandkarimkhani, S.; Nasiri, M.M.; Heydari, J.","Zandkarimkhani, Shiva (57204032048); Nasiri, Mohammad Mahdi (56397851900); Heydari, Jafar (22034586200)",57204032048; 56397851900; 22034586200,"Sustainable open-loop supply chain network design considering location routing problem: A hybrid approach based on FAHP, FTOPSIS, and mathematical programming",2020,International Journal of Logistics Systems and Management,36,1,,92,123,13,10.1504/IJLSM.2020.107229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085077702&doi=10.1504%2FIJLSM.2020.107229&partnerID=40&md5=b66b0192069e57d6b73e75caa2ac9a8e,"Department of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran","Zandkarimkhani, Shiva, Department of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; Nasiri, Mohammad Mahdi, School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran; Heydari, Jafar, School of Industrial Engineering, University of Tehran, Tehran, Tehran, Iran",Fuzzy theory; Mathematical programming; Multi-criteria decision making; Reverse logistics; Sustainable supply chain,Inderscience Publishers,Article,Scopus,sustainable openloop supply chain network design considering location routing problem a hybrid approach based on fahp ftopsis and mathematical programming,10.1504/ijlsm.2020.107229,True,True,True,VRP T3,Human T3,Heur T4
